index,score,tone_id,tone_name,text,sentence_id
25,0.687768,analytical,Analytical,"Depending on prevailing natural gas prices, this may be one of the higher counterfactuals.",24
26,0.851087,analytical,Analytical,"However, on its own, this use case is unlikely to be big enough to justify the creation of a new clean hydrogen production sector at scale.",25
27,0.644721,analytical,Analytical,"2. Industrial processes – fuel switching Industrial customers may present another, more significant, use case for clean hydrogen, through decarbonising the energy (rather than the chemical) needs of industry.",26
28,0.543693,joy,Joy,For some industrial processes it will be simpler and more attractive to switch from other combustion fuels to clean hydrogen than switching to electrical energy.,28
29,0.88939,tentative,Tentative,"In transitional situations especially, hydrogen may be substitutable for methane relatively easily.",29
30,0.821913,analytical,Analytical,"The HyNet project in the UK, for example, is a potential clean hydrogen production facility for deployment within the industrial cluster in the north west of England.",30
31,0.659886,analytical,Analytical,"The project intends to utilise CCUS to produce clean hydrogen for use in certain industrial processes, including initially to substitute for methane in Essar Oil’s Stanlow Refinery.",31
32,0.780088,analytical,Analytical,"Until now, many industrial sectors have been protected from a requirement to fuel switch by exemptions within existing carbon incentives.",32
33,0.514706,joy,Joy,"As a result, governments have a degree of control over which decarbonisation path they are encouraged to follow (and whether and when they do so).",33
34,0.736294,analytical,Analytical,"As a result, governments have a degree of control over which decarbonisation path they are encouraged to follow (and whether and when they do so).",33
35,0.541591,analytical,Analytical,"Taken overall, delivering the downstream adjustment required for this type of fuel switching, while requiring support, does not feel out of reach.",34
36,0.867767,tentative,Tentative,"However, the economics are perhaps less flattering than for other use cases, in that the alternative is usually methane or (untaxed) diesel, or power, each of which is likely to be considerably cheaper than clean hydrogen, at least initially.",35
37,0.783267,analytical,Analytical,"In many markets, battery electric vehicles (“BEVs”) have clearly become established as the low carbon technology of choice (after conventional technology) for small or short distance private vehicles.",37
38,0.798753,analytical,Analytical,"However, the inherent limits on charge capacity, and their relative weight, mean that BEVs are not a total solution for the transportation industry.",39
39,0.939753,analytical,Analytical,"For high usage vehicles such as taxis and delivery drivers, for heavy goods and farm/construction vehicles and for long distance vehicles such as trucks and buses, BEVs are not currently a particularly practical solution.",40
40,0.86005,analytical,Analytical,"In addition to road vehicles, hydrogen may also aid in the decarbonisation of other forms of transport which are difficult to electrify, such as rail, maritime and aviation.",42
41,0.920531,tentative,Tentative,"For a considerable portion of this sector, the counterfactual will be diesel, which may or may not be taxed depending on the jurisdiction and the particular user.",43
42,0.942407,tentative,Tentative,Where it is taxed (or subject to carbon charging of any sort) this may result in better economics for specific projects at a local level compared to untaxed diesel or methane.,44
43,0.809111,analytical,Analytical,Where it is taxed (or subject to carbon charging of any sort) this may result in better economics for specific projects at a local level compared to untaxed diesel or methane.,44
44,0.920855,analytical,Analytical,"However, the downstream adjustment cost is significant, essentially requiring an entirely different vehicle (the design and production costs of which risk being entirely stranded if the market does not take off), as well as new refuelling and distribution infrastructure.",45
45,0.554976,analytical,Analytical,"This is a very clear “chicken or egg” problem: mass conversion of the transport sector (or parts of it) to hydrogen fuel cells requires major downstream changes in vehicles and infrastructure, which currently do not exist on any scale.",46
46,0.750688,analytical,Analytical,"However, the vehicles and infrastructure will not be developed or produced on a sufficiently widespread basis until there is a reliable supply.",47
47,0.769251,tentative,Tentative,"For this reason, some consider that transport applications are likely to follow the creation of hydrogen supply at scale for other use cases.",48
48,0.663387,analytical,Analytical,"For this reason, some consider that transport applications are likely to follow the creation of hydrogen supply at scale for other use cases.",48
49,0.654647,tentative,Tentative,The injection of hydrogen at low levels (between 10% and 20% in most jurisdictions) generally requires few modifications to existing gas grid infrastructure and could be a valuable transitional emissions reduction tool in the relatively short term.,50
50,0.653099,analytical,Analytical,"However, the tolerance for hydrogen blending differs from country to country.",51
51,0.908546,analytical,Analytical,"The concentration of hydrogen above these upper limits, or pure hydrogen use for heating, would by contrast require significant changes to gas grid infrastructure and end-use applications (such as household appliances) and potentially the wholesale replacement or construction of new transmission and other infrastructure and end-use applications.",52
52,0.590329,joy,Joy,"From an economic perspective, the counterfactual fuel is largely (tax exempt at the point of use) methane. 5. Storage, transportation and flexibility The creation of an established market for hydrogen, as an energy vector may also have significant benefits for the energy system as a whole.",53
53,0.793846,analytical,Analytical,Green hydrogen offers an obvious solution to balancing intermittent renewable power output with demand: one where the alternative to the power producer is to be constrained off.,54
54,0.534455,tentative,Tentative,"Hydrogen (and/or ammonia produced from hydrogen) can be transported over distances which are unlikely to be viable for power transportation, allowing long-distance energy transfers to take place.",56
55,0.560098,analytical,Analytical,"Hydrogen (and/or ammonia produced from hydrogen) can be transported over distances which are unlikely to be viable for power transportation, allowing long-distance energy transfers to take place.",56
56,0.540225,analytical,Analytical,This has the potential to simultaneously reinforce energy security for countries who cannot expect to meet their energy needs from domestic renewables and provide a route to market for countries with renewable generation capacity that exceeds their domestic needs.,57
57,0.790954,analytical,Analytical,"All these factors mean that the addition of clean hydrogen to the mix would materially reinforce the energy system, approximating the sophistication and flexibility that has evolved in the hydrocarbon-based energy economy.",58
58,0.842108,analytical,Analytical,"Big picture, the vision is compelling.",60
59,0.761195,joy,Joy,A “renewables + clean hydrogen” solution has the potential to replicate in a net zero world all the benefits we currently enjoy from hydrocarbons.,62
60,0.560944,confident,Confident,A “renewables + clean hydrogen” solution has the potential to replicate in a net zero world all the benefits we currently enjoy from hydrocarbons.,62
61,0.686267,tentative,Tentative,"Aside from greenhouse gases, the production and use of clean hydrogen may also improve air quality (specifically with respect to particulates) and thus health outcomes in some countries.",63
62,0.914877,analytical,Analytical,"Aside from greenhouse gases, the production and use of clean hydrogen may also improve air quality (specifically with respect to particulates) and thus health outcomes in some countries.",63
63,0.601386,analytical,Analytical,"For example, the successful development of a hydrogen industry could rejuvenate industrial hubs and offer a pathway for the coal, oil and gas champions through the global energy transition post COVID (assisting the redeployment of valuable skills, assets and resources developed in the oil and gas sector).",65
0,0.784222,joy,Joy,Europe’s “ownership” of the renewable revolution has been a major source of exportable technology and technical skills; clean hydrogen offers the opportunity to repeat that success for those who get there first.,0
1,0.620279,analytical,Analytical,The motivations of industry are similar.,1
2,0.718921,analytical,Analytical,Financiers (both private and developmental/multilateral) are increasingly linking the provision of finance to sustainability outcomes.,3
3,0.547231,joy,Joy,"Almost any private organisation active in the energy sector can see opportunities in hydrogen, given the multiple ways to create it and its many potential routes to market.",4
4,0.681699,tentative,Tentative,"Almost any private organisation active in the energy sector can see opportunities in hydrogen, given the multiple ways to create it and its many potential routes to market.",4
5,0.821913,analytical,Analytical,Unlocking the full potential of clean hydrogen will therefore require the use of careful and co-ordinated policy levers to incentivise its utilisation in the desired sectors.,6
6,0.836791,tentative,Tentative,Not all governments will respond to the challenges in the same way (and their response may change over time).,9
7,0.825947,analytical,Analytical,Not all governments will respond to the challenges in the same way (and their response may change over time).,9
8,0.926713,analytical,Analytical,"In the following chapters we look at some of the key political, economic, legal and practical questions which have arisen in leading economies, post COVID, as governments seek a way to introduce clean hydrogen at least cost and greatest advantage to their citizens, in search of early answers to the question: who will get hydrogen right?",10
9,0.714296,joy,Joy,"Chapter 2: Hy-Politics – political considerations shaping the evolution of clean hydrogen policy As set out in the first chapter, it is possible to get very excited about a brave new world with a renewable and hydrogen economy.",11
10,0.670947,tentative,Tentative,"But whether any particular country will get there, and how it goes about getting there, is likely to be driven by the political context of clean hydrogen at a more granular and domestic level.",12
11,0.984352,tentative,Tentative,"Blue, green or blue-to-green?",15
12,0.615352,tentative,Tentative,"For example, views may diverge on the question of the role of blue hydrogen in the emerging hydrogen economy: is blue hydrogen the answer, a bridge on the road to low-cost green hydrogen, or a wrong turn?",16
13,0.8766,analytical,Analytical,"For example, views may diverge on the question of the role of blue hydrogen in the emerging hydrogen economy: is blue hydrogen the answer, a bridge on the road to low-cost green hydrogen, or a wrong turn?",16
14,0.775204,analytical,Analytical,"It clearly offers the opportunity of production at scale much earlier than is expected from green hydrogen, which may be important in allowing the development of downstream markets.",17
15,0.560098,analytical,Analytical,"CCUS is clearly only relevant to those countries with existing or potential carbon dioxide storage capacity (primarily offshore saline aquifers, retired oil and gas wells or salt caverns).",19
16,0.525007,tentative,Tentative,"Further, blue hydrogen implies ongoing dependence on and exploitation of fossil fuels which may be politically and publicly unpopular.",20
17,0.778006,analytical,Analytical,"Further, blue hydrogen implies ongoing dependence on and exploitation of fossil fuels which may be politically and publicly unpopular.",20
18,0.786991,tentative,Tentative,For some this means associated price and geopolitical volatility and some related emissions that will need mitigation over the net zero horizon.,21
19,0.515576,analytical,Analytical,"For others, this is an important way to reduce the transition costs of our response to climate change.",22
20,0.664718,tentative,Tentative,"Even if a long-term role for blue hydrogen is accepted, there is a subsidiary question of whether any clean hydrogen policy instrument should be technology neutral or favour green hydrogen.",23
21,0.802309,analytical,Analytical,"Even if a long-term role for blue hydrogen is accepted, there is a subsidiary question of whether any clean hydrogen policy instrument should be technology neutral or favour green hydrogen.",23
22,0.620246,joy,Joy,"Geopolitics of change in energy producers and importers Given that clean hydrogen can be produced from both hydrocarbons and renewable energy resources, it can be expected that there will be a greater diversity of hydrogen-producing countries than is currently the case.",25
23,0.83589,analytical,Analytical,"Geopolitics of change in energy producers and importers Given that clean hydrogen can be produced from both hydrocarbons and renewable energy resources, it can be expected that there will be a greater diversity of hydrogen-producing countries than is currently the case.",25
24,0.514671,joy,Joy,"Many, though not all, countries will have the potential to be self-sufficient across their entire energy system.",26
25,0.560098,analytical,Analytical,Inevitably some will do this better than others (with wider implications for domestic competitiveness).,27
26,0.915488,tentative,Tentative,"Will a more broadly-based supply market constrain the evolution of any kind of a global market, with any cross-border supplies being limited and relatively local?",28
27,0.802757,analytical,Analytical,"Alternatively, will production champions emerge that continue to supply many other countries at great distances?",29
28,0.695447,tentative,Tentative,Nations must consider the question of whether hydrogen can or should be produced domestically or imported and whether it should be consumed domestically or exported (especially where it has been produced with domestic subsidy).,30
29,0.855572,analytical,Analytical,Nations must consider the question of whether hydrogen can or should be produced domestically or imported and whether it should be consumed domestically or exported (especially where it has been produced with domestic subsidy).,30
30,0.905748,analytical,Analytical,"The new trade flows borne out of a cross-border hydrogen economy may be both politically and practically complex (requiring, for example, not only cross-border pipelines and/or dedicated marine infrastructure but also an appropriate certification and guarantee of origin regime), and would benefit from large-scale international co-ordination.",31
31,0.856622,tentative,Tentative,A country’s current status as a hydrocarbon importer or exporter may also impact on its appetite for transition.,32
32,0.694921,analytical,Analytical,"Governments of countries with domestic fossil fuel reserves may be reliant on the revenue streams derived from fossil fuels and therefore reluctant to embrace green hydrogen, while net hydrocarbon importers may welcome the opportunity to reduce imports quickly (particularly, if they have the potential to produce excess renewable electricity).",33
33,0.562568,analytical,Analytical,Manufacturing supply chain (and related jobs) Governments will also be cognisant of the significant potential advantage to early development of knowhow and technology which can lead to job creation and valuable exports.,34
34,0.932604,analytical,Analytical,"The renewables boom demonstrates that first movers could capture a significant amount of the manufacturing work associated with hydrogen production (in particular, the manufacture of electrolysers), with the result that producing countries may have to give up some of their production margins to support overseas manufacturers.",35
35,0.904038,analytical,Analytical,"This was, for example, a key element of Germany’s hydrogen strategy announced in June 2020.",36
36,0.802757,analytical,Analytical,The development of a strong and competitive manufacturing industry producing the necessary equipment is therefore likely to be a key enabler of domestic clean hydrogen production capability in industrialised nations.,37
37,0.644721,analytical,Analytical,"This, in turn, will involve further investment in and development of local industry for the consumption of the hydrogen produced (rather than for export to other advanced economies).",38
38,0.924735,analytical,Analytical,"The “WHy” question Alongside the overarching considerations above, governments will need to consider the relative priority of use case(s) at a national level in the light of the specifics of their energy markets and design their policy responses accordingly.",39
39,0.849827,confident,Confident,This analysis will not be the same for every country.,40
40,0.882284,analytical,Analytical,This analysis will not be the same for every country.,40
41,0.681699,tentative,Tentative,"Below, we consider some of the use cases in a selection of key countries.",41
42,0.743682,analytical,Analytical,"Below, we consider some of the use cases in a selection of key countries.",41
43,0.862286,analytical,Analytical,"To this end, Australia has signed a co-operation agreement with Japan and a letter of intent with South Korea to underpin future hydrogen export.",45
44,0.784247,analytical,Analytical,The Australian Government has indicated that it is technology neutral when it comes to hydrogen production.,47
45,0.633185,analytical,Analytical,"Australia’s Chief Scientist has argued that it would be irresponsible not to investigate alternate fuel sources for hydrogen, as multiple sources would provide valuable diversification and opportunities for scale.",48
46,0.746119,analytical,Analytical,"However, there is significant support for blue hydrogen amongst key industry players, as it allows existing producers in Australia’s well-developed oil and gas industry to leverage off their existing natural gas reserves.",49
47,0.579367,analytical,Analytical,"In the medium term, despite the high potential “penetration” rate of green hydrogen for industry,7 Belgium does not have enough surplus renewable power to produce green hydrogen on a large scale.",54
48,0.602895,joy,Joy,"As a result, Belgium may have to import additional renewable energy to produce green hydrogen from countries able to produce it more efficiently and cheaply.",55
49,0.910645,analytical,Analytical,"As a result, Belgium may have to import additional renewable energy to produce green hydrogen from countries able to produce it more efficiently and cheaply.",55
50,0.856622,tentative,Tentative,Blue hydrogen could therefore be a useful transitional technology.,56
51,0.901894,analytical,Analytical,Blue hydrogen could therefore be a useful transitional technology.,56
52,0.593682,joy,Joy,Seeking to achieve the wide-scale deployment of clean hydrogen in Europe across different sectors is a key priority for the European Commission and one of the main deliverables of the European Green Deal to achieve climate neutrality by 2050.,58
53,0.604623,joy,Joy,"On the same day, the Commission launched its European Clean Hydrogen Alliance as well as its Energy System Integration Strategy10 (the latter highlighting the need for greater integration between energy systems, which currently largely operate in silos).",59
54,0.583091,analytical,Analytical,"On the same day, the Commission launched its European Clean Hydrogen Alliance as well as its Energy System Integration Strategy10 (the latter highlighting the need for greater integration between energy systems, which currently largely operate in silos).",59
55,0.622725,joy,Joy,"The Energy System Integration Strategy is particularly relevant in the context of hydrogen, as the effective interaction between, for example, electricity and gas networks, will be integral to achieving a decarbonised energy system.",60
56,0.87913,analytical,Analytical,"The Energy System Integration Strategy is particularly relevant in the context of hydrogen, as the effective interaction between, for example, electricity and gas networks, will be integral to achieving a decarbonised energy system.",60
57,0.775204,analytical,Analytical,"Importantly, it recognises the need to build up a clear pipeline of viable projects and the urgency of action that is needed if the ambition is be realised.",62
58,0.53644,analytical,Analytical,It is clear from the Commission’s hydrogen strategy that there is a preference for renewable hydrogen (or “green hydrogen”) over low carbon hydrogen (or “blue hydrogen”).,63
59,0.698008,analytical,Analytical,"It is noteworthy that an earlier leaked draft of the Commission’s strategy made little reference to blue hydrogen production; however, the final published version does acknowledge the importance of hydrogen from fossil fuels (with carbon capture technology) in the short to medium term as a transition to large scale renewable hydrogen.",64
60,0.860738,analytical,Analytical,"Overall, though, the clear expectation that renewables will be the predominant energy source for hydrogen production in the longer term is reflected in the forecast of €180- 470bn of investment by 2050 for this production technology.",65
61,0.817013,analytical,Analytical,"The Commission considers that the two main lead markets for hydrogen end-user demand will lie in industrial applications (eg replacing carbon-intensive hydrogen in refineries, the production of ammonia and methanol and replacing fossil fuels in steel making) and transport (in particular for heavy duty vehicles where electrification is more difficult).",67
0,0.659659,sadness,Sadness,"In the short term, the French energy regulator (the Commission de Régulation de l’Énergie) considers that blue hydrogen could replace the use of grey hydrogen used in industry and that, in the medium term, it could be one of the vectors of decarbonisation in the heavy transport sector.",2
1,0.569129,analytical,Analytical,"The French State, through various channels, has already or is in the process of launching several calls for projects to achieve the objectives set out above.",4
2,0.962825,analytical,Analytical,"In particular, France plans to establish a support framework applicable to hydrogen produced by electrolysis of water using low carbon electricity.",5
3,0.560944,confident,Confident,"This broadly aims to (a) achieve the German climate targets, (b) create new value chains for the German economy by developing a domestic market for hydrogen technology, and (c) develop international energy policy co-operation to secure market opportunities for German companies and secure sufficient hydrogen imports.",7
4,0.667919,analytical,Analytical,"The National Hydrogen Strategy identifies industry, transportation and heat as potential areas for increased use of hydrogen, but foresees that the use cases do not become viable at the same time.",8
5,0.740384,analytical,Analytical,"Furthermore, although the National Hydrogen Strategy states that only green hydrogen is sustainable over time, it assumes that blue hydrogen will be a transitional technology over the next ten years.",10
6,0.579436,confident,Confident,The National Hydrogen Strategy has generally been received positively by industry.,11
7,0.850871,analytical,Analytical,"However, some industry participants have called for clearer policy proposals and greater certainty around regulatory changes required to integrate hydrogen into the energy system.",12
8,0.673661,joy,Joy,"Italy In December 2019, the Italian Government officially released the Integrated National Plan for Energy and Climate, which sets binding targets for energy efficiency, renewable sources and reduction of CO2 emissions to be achieved by 2030 and promotes the use of green hydrogen.",13
9,0.933493,analytical,Analytical,"A role for hydrogen in energy storage is also contemplated: in particular, power to gas, as well as usage in existing energy network infrastructure.",15
10,0.567275,joy,Joy,There is no stated view within Government and no common view amongst leading Italian industrials as to whether green or blue hydrogen should be the focus of the hydrogen strategy.,20
11,0.620279,analytical,Analytical,There is no stated view within Government and no common view amongst leading Italian industrials as to whether green or blue hydrogen should be the focus of the hydrogen strategy.,20
12,0.586489,joy,Joy,"Conversely, one of the major Italian power producers firmly supports the idea of a new way of producing hydrogen with low impact on the environment.",22
13,0.525926,confident,Confident,"Conversely, one of the major Italian power producers firmly supports the idea of a new way of producing hydrogen with low impact on the environment.",22
14,0.807862,analytical,Analytical,"Conversely, one of the major Italian power producers firmly supports the idea of a new way of producing hydrogen with low impact on the environment.",22
15,0.781949,analytical,Analytical,Energy security and promotion of a low carbon society are therefore key goals of the Hydrogen Basic Strategy.,25
16,0.821913,analytical,Analytical,"The Netherlands On 28 June 2019, the National Climate Agreement (Klimaatakkoord) was concluded.",29
17,0.893882,analytical,Analytical,The main purpose of this agreement is to reduce greenhouse gas emissions in the Netherlands by 49% compared to 1990 levels.,30
18,0.532616,analytical,Analytical,Hydrogen is expected to play an important role in the decarbonisation of the Dutch economy.,31
19,0.627156,analytical,Analytical,"The Dutch Government has indicated that in the mid to long term, hydrogen can and must be able to carry out a number of critical functions within the energy and raw materials management system.",32
20,0.864115,analytical,Analytical,"Principal areas of focus include a carbon-free feedstock for the process industry and mobility, especially with regard to passenger transport for greater distances and heavy transport.",34
21,0.860589,analytical,Analytical,"Market participants are therefore preparing for a growing role for hydrogen, including through feasibility studies, the development of business cases and proposed investments.",35
22,0.532616,analytical,Analytical,Green hydrogen can be further developed to be produced at scale during this transitional period.,38
23,0.73362,analytical,Analytical,The Portuguese Government has declared that the main goal for the creation of a “hydrogen economy” is increasing the independence of the Portuguese energy sector by replacing imported fossil fuels with domestically produced green hydrogen.,40
24,0.617877,analytical,Analytical,The EN-H2 is particularly focused on the production of green hydrogen over blue hydrogen given the low production costs of solar energy and the geographical location of the country (large coastal areas).,41
25,0.866356,analytical,Analytical,"Moreover, the Roadmap states that other hydrogen end-uses should be encouraged in those areas where electrification is not the most efficient solution or technically feasible in the medium term, such as public transport, urban services or intermodal transport nodes such as ports, airports or logistics platforms.",43
26,0.731338,tentative,Tentative,"Moreover, the Roadmap states that other hydrogen end-uses should be encouraged in those areas where electrification is not the most efficient solution or technically feasible in the medium term, such as public transport, urban services or intermodal transport nodes such as ports, airports or logistics platforms.",43
27,0.599421,analytical,Analytical,The UK Government is due to consult further on the potential business models ahead of announcing its formal hydrogen strategy.,47
28,0.85365,analytical,Analytical,"Whilst the UK Government has indicated there could be a role for hydrogen within decarbonisation of heat, industry and transport, an overriding concern is that uses of hydrogen must be economically viable and competitive when compared to alternative solutions.",48
29,0.615298,analytical,Analytical,"Although the UK Government has not set out a preference for blue hydrogen or green hydrogen, it has stated that any development of hydrogen must be alongside the development of CCUS.",49
30,0.729149,joy,Joy,"Whilst, on the face of it, the key motivation for the UK Government is achieving its net zero target by 2050, economic growth and new industrial opportunity is also a clear driver.",50
31,0.638807,analytical,Analytical,"Whilst, on the face of it, the key motivation for the UK Government is achieving its net zero target by 2050, economic growth and new industrial opportunity is also a clear driver.",50
32,0.744572,analytical,Analytical,How to create supply and demand at the same time Public and private stakeholders are increasingly convinced by the arguments as to “why” clean hydrogen has the potential to resolve some of their most fundamental challenges.,52
33,0.724236,analytical,Analytical,"So now policymakers, often supported by the private sector, are turning their attention to the thorny “how” question.",53
34,0.93884,analytical,Analytical,"In particular, how to overcome the barriers to deployment we identified earlier in earlier chapters?",54
0,0.778006,analytical,Analytical,"However, although there is valuable experience to draw on, it is hard to escape the conclusion that previous regulatory incentives are unlikely to be easily transferable to a hydrogen context if the objective is successful deployment at scale.",1
1,0.579367,analytical,Analytical,Hy-ly charged?,2
2,0.678704,analytical,Analytical,"The most obvious common feature across geographies is that, wherever it happens first, there is a cost barrier to be overcome, whether blue or green hydrogen, that will require some form of market intervention if it is to be resolved.",3
3,0.631014,analytical,Analytical,"In both cases, but perhaps much more significantly with green hydrogen, there is an expectation that costs of production will reduce with scale of deployment, but the initial (significant) investment will need to be funded.",4
4,0.961633,confident,Confident,"The actual shape of that cost curve, of course, remains uncertain.",5
5,0.682143,analytical,Analytical,"Whether this can be afforded and where in the economy it is best borne (taxpayers or consumers and, in each case, which ones?) is a key threshold question for post COVID governments.",6
6,0.705253,analytical,Analytical,"Whether there is any obvious constituency (other than taxpayers) that could or should bear the cost of funding incentives depends very much on the production technology, the end-use case(s) in question, the policy objectives of the project(s) to be supported and of course broader fiscal and political considerations.",7
7,0.599484,tentative,Tentative,"It is possible, for example, to envisage users of regulated transport (eg metropolitan buses, national rail networks) bearing the cost of clean hydrogen supply destined for use in bus or rail through increased fares.",8
8,0.687768,analytical,Analytical,"It is possible, for example, to envisage users of regulated transport (eg metropolitan buses, national rail networks) bearing the cost of clean hydrogen supply destined for use in bus or rail through increased fares.",8
9,0.542121,tentative,Tentative,"Notwithstanding that industry is likely to be the prime user of early clean hydrogen volumes, it seems unlikely that, at least in the early stages of energy transition, industrial energy consumers will be expected to shoulder the full cost of switching to clean hydrogen by themselves.",10
10,0.756947,analytical,Analytical,"Arguably this points to taxpayers bearing the burden of projects with an industrial end-use case, but whether there is the fiscal or political headroom to impose these costs on taxpayers is, of course, a country-by-country question.",12
11,0.5538,tentative,Tentative,That level of control implies a rationing approach (whether on an individual project level or within an envelope).,16
12,0.793846,analytical,Analytical,That level of control implies a rationing approach (whether on an individual project level or within an envelope).,16
13,0.839577,tentative,Tentative,"Initially this may take the form of an allocation but, in time, it may evolve towards an auctioning approach.",17
14,0.88939,tentative,Tentative,"Different forms of allocation may be appropriate for the different technologies, given likely scale and complexity.",18
15,0.506763,analytical,Analytical,"Different forms of allocation may be appropriate for the different technologies, given likely scale and complexity.",18
16,0.5687,tentative,Tentative,"For example, to encourage rapid growth in green hydrogen pilot projects (if that is the objective), something more comparable to the eligibility approach for a feed-in tariff may be preferable to individual approvals for each project.",19
17,0.801827,analytical,Analytical,"For example, to encourage rapid growth in green hydrogen pilot projects (if that is the objective), something more comparable to the eligibility approach for a feed-in tariff may be preferable to individual approvals for each project.",19
18,0.682315,analytical,Analytical,"This price has of course been quite volatile but is not experienced by all potential use cases (for example, transportation and many industrial users do not experience the carbon cost of the counterfactual fuels directly).",21
19,0.770831,confident,Confident,"This price has of course been quite volatile but is not experienced by all potential use cases (for example, transportation and many industrial users do not experience the carbon cost of the counterfactual fuels directly).",21
20,0.716301,tentative,Tentative,"Change in the value of, or scope of, existing carbon pricing regimes therefore risks distorting any incentive, unless it is expressly contemplated in the regime design.",22
21,0.863345,analytical,Analytical,"Change in the value of, or scope of, existing carbon pricing regimes therefore risks distorting any incentive, unless it is expressly contemplated in the regime design.",22
22,0.856622,tentative,Tentative,"To avoid over (or under) paying, this may point away from a generalised price signal for any market which wants to bring forward both forms of production.",25
23,0.804675,tentative,Tentative,Any suitable policy and incentive framework will also need to recognise the absence of any current market demand for clean hydrogen.,26
24,0.532616,analytical,Analytical,Any suitable policy and incentive framework will also need to recognise the absence of any current market demand for clean hydrogen.,26
25,0.620279,analytical,Analytical,Many intended end use cases do not currently use hydrogen at all; the markets simply do not exist.,27
26,0.660207,confident,Confident,Many intended end use cases do not currently use hydrogen at all; the markets simply do not exist.,27
27,0.594429,analytical,Analytical,"Successful policies will therefore need to stimulate and enable synchronised development of supply-side and demand-side projects, with elements of incentive at both parts of the chain and indeed in respect of any enabling infrastructure.",28
28,0.687768,analytical,Analytical,"However, again, there is the challenge of right-sizing the incentive.",29
29,0.74407,tentative,Tentative,"Market interventions in relation to low carbon electricity, even those aimed at demand-side players, generally sought to drive investment in generation-related infrastructure rather than any change in demand side use case.",30
30,0.913259,analytical,Analytical,"Market interventions in relation to low carbon electricity, even those aimed at demand-side players, generally sought to drive investment in generation-related infrastructure rather than any change in demand side use case.",30
