index,score,tone_id,tone_name,text,sentence_id
23,0.513082,tentative,Tentative,The risk involved depends on the specific types of materials used throughout the transportation and distribution systems.,111
24,0.790954,analytical,Analytical,The impact of adding hydrogen into the pipeline systems would also depend on the hydrogen concentration in the gas mixtures.,112
25,0.538448,analytical,Analytical,"If less than 20% hydrogen is introduced into the distribution system, the overall risk is not significant.",113
26,0.687768,analytical,Analytical,"If the hydrogen level in natural gas increases beyond 20%, the overall risk in service lines can significantly increase, absent additional risk management measures.",114
27,0.806832,analytical,Analytical,"Construction of new pipelines, either natural gas pipelines that will be used for a blended gas or hydrogen dedicated lines, will require consideration of the challenges that hydrogen poses during transportation by pipeline.",115
28,0.882284,analytical,Analytical,Adequate safety provisions can be made if there is a thorough understanding of these risks.,116
29,0.802309,analytical,Analytical,"If the amount of hydrogen being produced and utilized is to increase substantially, storage near the site of production and storage near end uses are likely to be required.",117
30,0.862507,analytical,Analytical,"Analogies to this situation already exist for natural gas, but steps to address novel safety considerations, revised regulations, and tightened design standards may be needed.",118
31,0.75152,tentative,Tentative,"Solution- mined salt caverns, depleted natural gas or oil reservoirs, and saline aquifers are considered possible options for large- scale and long-term hydrogen storage.",119
32,0.687768,analytical,Analytical,"Solution- mined salt caverns, depleted natural gas or oil reservoirs, and saline aquifers are considered possible options for large- scale and long-term hydrogen storage.",119
33,0.588596,analytical,Analytical,"Within the United States, interest in hydrogen in the first decade of this century led to the passage of several laws that created financial incentives and regulatory requirements.",123
34,0.747994,analytical,Analytical,These acts establish provisions for tax incentives aimed at promoting infrastructure development that supports hydrogen stationary power technologies.,125
35,0.925605,analytical,Analytical,"In addition, there are production tax credits based on the amount of electricity produced from stationary hydrogen power sources.",126
36,0.503184,joy,Joy,Certain regulations are unclear or not written with new uses of hydrogen in mind.,128
37,0.931276,analytical,Analytical,"Therefore, they do not allow exploitation of the full benefits hydrogen can provide.",129
